organism,mol_type,strain,serotype,db_xref,accession,country,host,segment,collection_date,isolation_source,isolate,note,lab_host,lat_lon,collection_year,collection_month,collection_day,flu_season
Influenza A virus (A/Ontario/022/2011(H3N2)),viral cRNA,A/Ontario/022/2011,H3N2,taxon:1162892,CY111001.1,Canada: Ontario,Homo sapiens,4,2011-02-07,Nasal,,,RMK1 passage(s),,2011.0,2.0,7.0,2010-2011
Influenza A virus (A/Ontario/021/2011(H3N2)),viral cRNA,A/Ontario/021/2011,H3N2,taxon:1162891,CY111000.1,Canada: Ontario,Homo sapiens,4,2011-02-02,NP swab,,,RMK1 passage(s),,2011.0,2.0,2.0,2010-2011
Influenza A virus (A/Ontario/020/2011(H3N2)),viral cRNA,A/Ontario/020/2011,H3N2,taxon:1162890,CY110999.1,Canada: Ontario,Homo sapiens,4,2011-02-01,Nasal,,,RMK1 passage(s),,2011.0,2.0,1.0,2010-2011
Influenza A virus (A/Ontario/019/2011(H3N2)),viral cRNA,A/Ontario/019/2011,H3N2,taxon:1162889,CY110998.1,Canada: Ontario,Homo sapiens,4,2011-01-29,NP swab,,,RMK1 passage(s),,2011.0,1.0,29.0,2010-2011
Influenza A virus (A/Ontario/018/2011(H3N2)),viral cRNA,A/Ontario/018/2011,H3N2,taxon:1162888,CY110997.1,Canada: Ontario,Homo sapiens,4,2011-01-28,NP swab,,,RMK1 passage(s),,2011.0,1.0,28.0,2010-2011
Influenza A virus (A/Ontario/R3296/2011(H3N2)),viral cRNA,A/Ontario/R3296/2011,H3N2,taxon:1147495,JQ658924.1,Canada,Homo sapiens; gender F; age 91Y,4,2011-01-25,NPS,,RMK 1st passage,,,2011.0,1.0,25.0,2010-2011
Influenza A virus (A/Ontario/C76206/2011(H3N2)),viral cRNA,A/Ontario/C76206/2011,H3N2,taxon:1147484,JQ658926.1,Canada,Homo sapiens; gender F; age 88Y,4,2011-01-24,NPS,,RMK 1st passage,,,2011.0,1.0,24.0,2010-2011
Influenza A virus (A/Ontario/017/2011(H3N2)),viral cRNA,A/Ontario/017/2011,H3N2,taxon:1162887,CY110996.1,Canada: Ontario,Homo sapiens,4,2011-01-21,Nasal,,,RMK1 passage(s),,2011.0,1.0,21.0,2010-2011
Influenza A virus (A/Ontario/016/2011(H3N2)),viral cRNA,A/Ontario/016/2011,H3N2,taxon:1162886,CY110995.1,Canada: Ontario,Homo sapiens,4,2011-01-20,NP swab,,,RMK1 passage(s),,2011.0,1.0,20.0,2010-2011
Influenza A virus (A/Ontario/C653602/2011(H3N2)),viral cRNA,A/Ontario/C653602/2011,H3N2,taxon:1147475,JQ658923.1,Canada,Homo sapiens; gender F; age 74Y,4,2011-01-20,NPS,,RMK 1st passage,,,2011.0,1.0,20.0,2010-2011
Influenza A virus (A/Ontario/015/2011(H3N2)),viral cRNA,A/Ontario/015/2011,H3N2,taxon:1162885,CY110994.1,Canada: Ontario,Homo sapiens,4,2011-01-15,Nasal,,,RMK1 passage(s),,2011.0,1.0,15.0,2010-2011
Influenza A virus (A/Ontario/C37332/2011(H3N2)),viral cRNA,A/Ontario/C37332/2011,H3N2,taxon:1147458,JQ658925.1,Canada,Homo sapiens; gender M; age 4M,4,2011-01-12,NPS,,RMK 1st passage,,,2011.0,1.0,12.0,2010-2011
Influenza A virus (A/Ontario/014/2011(H3N2)),viral cRNA,A/Ontario/014/2011,H3N2,taxon:1162884,CY110993.1,Canada: Ontario,Homo sapiens,4,2011-01-11,NP swab,,,,,2011.0,1.0,11.0,2010-2011
Influenza A virus (A/Ontario/013/2011(H3N2)),viral cRNA,A/Ontario/013/2011,H3N2,taxon:1162883,CY110992.1,Canada: Ontario,Homo sapiens,4,2011-01-05,Nasal,,,,,2011.0,1.0,5.0,2010-2011
Influenza A virus (A/Ontario/012/2011(H3N2)),viral cRNA,A/Ontario/012/2011,H3N2,taxon:1162882,CY110991.1,Canada: Ontario,Homo sapiens,4,2011-01-04,NP swab,,,,,2011.0,1.0,4.0,2010-2011
Influenza A virus (A/Ontario/011/2011(H3N2)),viral cRNA,A/Ontario/011/2011,H3N2,taxon:1162881,CY110990.1,Canada: Ontario,Homo sapiens,4,2011-01-03,NP swab,,,,,2011.0,1.0,3.0,2010-2011
Influenza A virus (A/Ontario/C5828/2011(H3N2)),viral cRNA,A/Ontario/C5828/2011,H3N2,taxon:1147472,JQ658921.1,Canada,Homo sapiens; gender M; age 2M,4,2011-01-02,NPS,,RMK 1st passage,,,2011.0,1.0,2.0,2010-2011
Influenza A virus (A/Ontario/C4144/2011(H3N2)),viral cRNA,A/Ontario/C4144/2011,H3N2,taxon:1147459,JQ658922.1,Canada,Homo sapiens; gender M; age 86Y,4,2011-01-01,NPS,,RMK 1st passage,,,2011.0,1.0,1.0,2010-2011
Influenza A virus (A/Ontario/010/2010(H3N2)),viral cRNA,A/Ontario/010/2010,H3N2,taxon:1162880,CY111013.1,Canada: Ontario,Homo sapiens,4,2010-12-30,NP swab,,,,,2010.0,12.0,30.0,2010-2011
Influenza A virus (A/Ontario/009/2010(H3N2)),viral cRNA,A/Ontario/009/2010,H3N2,taxon:1162879,CY111012.1,Canada: Ontario,Homo sapiens,4,2010-12-29,NP swab,,,RMK1 passage(s),,2010.0,12.0,29.0,2010-2011
Influenza A virus (A/Ontario/006/2010(H3N2)),viral cRNA,A/Ontario/006/2010,H3N2,taxon:1162876,CY111011.1,Canada: Ontario,Homo sapiens,4,2010-12-28,NP swab,,,,,2010.0,12.0,28.0,2010-2011
Influenza A virus (A/Ontario/008/2010(H3N2)),viral cRNA,A/Ontario/008/2010,H3N2,taxon:1162878,CY111010.1,Canada: Ontario,Homo sapiens,4,2010-12-28,NP swab,,,RMK1 passage(s),,2010.0,12.0,28.0,2010-2011
Influenza A virus (A/Ontario/007/2010(H3N2)),viral cRNA,A/Ontario/007/2010,H3N2,taxon:1162877,CY111009.1,Canada: Ontario,Homo sapiens,4,2010-12-28,NP swab,,,RMK1 passage(s),,2010.0,12.0,28.0,2010-2011
Influenza A virus (A/Ontario/C835942/2010(H3N2)),viral cRNA,A/Ontario/C835942/2010,H3N2,taxon:1147485,JQ658920.1,Canada,Homo sapiens; gender M; age 89Y,4,2010-12-28,NPS,,RMK 1st passage,,,2010.0,12.0,28.0,2010-2011
Influenza A virus (A/Ontario/C835944/2010(H3N2)),viral cRNA,A/Ontario/C835944/2010,H3N2,taxon:1147487,JQ658919.1,Canada,Homo sapiens; gender F; age 73Y,4,2010-12-28,NPS,,RMK 1st passage,,,2010.0,12.0,28.0,2010-2011
Influenza A virus (A/Ontario/C835943/2010(H3N2)),viral cRNA,A/Ontario/C835943/2010,H3N2,taxon:1147486,JQ658918.1,Canada,Homo sapiens; gender F; age 90Y,4,2010-12-28,NPS,,RMK 1st passage,,,2010.0,12.0,28.0,2010-2011
Influenza A virus (A/Ontario/005/2010(H3N2)),viral cRNA,A/Ontario/005/2010,H3N2,taxon:1162875,CY111008.1,Canada: Ontario,Homo sapiens,4,2010-12-23,NP swab,,,,,2010.0,12.0,23.0,2010-2011
Influenza A virus (A/Ontario/003/2010(H3N2)),viral cRNA,A/Ontario/003/2010,H3N2,taxon:1162873,CY111007.1,Canada: Ontario,Homo sapiens,4,2010-12-20,NP swab,,,,,2010.0,12.0,20.0,2010-2011
Influenza A virus (A/Ontario/004/2010(H3N2)),viral cRNA,A/Ontario/004/2010,H3N2,taxon:1162874,CY111006.1,Canada: Ontario,Homo sapiens,4,2010-12-20,NP swab,,,,,2010.0,12.0,20.0,2010-2011
Influenza A virus (A/Ontario/002/2010(H3N2)),viral cRNA,A/Ontario/002/2010,H3N2,taxon:1162872,CY111005.1,Canada: Ontario,Homo sapiens,4,2010-12-18,NP swab,,,RMK1 passage(s),,2010.0,12.0,18.0,2010-2011
Influenza A virus (A/Ontario/804635/2010(H1N1)),viral cRNA,A/Ontario/804635/2010,H1N1,taxon:979626,CY081101.2,Canada: Ontario,human; gender F; age 2M,4,2010-12-14,nasopharyngeal swab,,,GMKC1 passage(s),,2010.0,12.0,14.0,2010-2011
Influenza A virus (A/Ontario/001/2010(H3N2)),viral cRNA,A/Ontario/001/2010,H3N2,taxon:1162871,CY111004.1,Canada: Ontario,Homo sapiens,4,2010-12-11,Nasal,,,RMK1 passage(s),,2010.0,12.0,11.0,2010-2011
Influenza A virus (A/Ontario/K4050772/2010(H3N2)),viral cRNA,A/Ontario/K4050772/2010,H3N2,taxon:1147490,JQ658917.1,Canada,Homo sapiens; gender M; age 73Y,4,2010-12-05,NPS,,RMK 1st passage,,,2010.0,12.0,5.0,2010-2011
Influenza A virus (A/Ontario/K4022160/2010(H3N2)),viral cRNA,A/Ontario/K4022160/2010,H3N2,taxon:1147488,JQ658915.1,Canada,Homo sapiens; gender M; age 26Y,4,2010-12-02,NPS,,RMK 1st passage,,,2010.0,12.0,2.0,2010-2011
Influenza A virus (A/Ontario/K4023106/2010(H3N2)),viral cRNA,A/Ontario/K4023106/2010,H3N2,taxon:1147489,JQ658916.1,Canada,Homo sapiens; gender M; age 70Y,4,2010-12-02,NPS,,RMK 1st passage,,,2010.0,12.0,2.0,2010-2011
Influenza A virus (A/Ontario/3620/2010(H1N1)),viral cRNA,A/Ontario/3620/2010,H1N1,taxon:979621,CY081069.2,Canada: Ontario,human; gender F; age 53,4,2010-11-24,nasopharyngeal swab,,,GMKC1 passage(s),,2010.0,11.0,24.0,2010-2011
Influenza A virus (A/Ontario/741328/2010(H1N1)),viral cRNA,A/Ontario/741328/2010,H1N1,taxon:979624,CY081085.2,Canada: Ontario,human; gender M; age 42,4,2010-11-23,nasopharyngeal swab,,,GMKC1 passage(s),,2010.0,11.0,23.0,2010-2011
Influenza A virus (A/Ontario/C687408/2010(H3N2)),viral cRNA,A/Ontario/C687408/2010,H3N2,taxon:1147476,JQ658913.1,Canada,Homo sapiens; gender M; age 84Y,4,2010-11-20,NPS,,RMK 1st passage,,,2010.0,11.0,20.0,2010-2011
Influenza A virus (A/Ontario/C687409/2010(H3N2)),viral cRNA,A/Ontario/C687409/2010,H3N2,taxon:1147477,JQ658914.1,Canada,Homo sapiens; gender F; age 96Y,4,2010-11-20,NPS,,RMK 1st passage,,,2010.0,11.0,20.0,2010-2011
Influenza A virus (A/Ontario/C720531/2010(H3N2)),viral cRNA,A/Ontario/C720531/2010,H3N2,taxon:1147482,JQ658912.1,Canada,Homo sapiens; gender M; age 45Y,4,2010-11-18,NPS,,RMK 1st passage,,,2010.0,11.0,18.0,2010-2011
Influenza A virus (A/Ontario/C720525/2010(H3N2)),viral cRNA,A/Ontario/C720525/2010,H3N2,taxon:1147481,JQ658911.1,Canada,Homo sapiens; gender M; age 79Y,4,2010-11-18,NPS,,RMK 1st passage,,,2010.0,11.0,18.0,2010-2011
Influenza A virus (A/Ontario/720545/2010(H1N1)),viral cRNA,A/Ontario/720545/2010,H1N1,taxon:979625,CY081077.2,Canada: Ontario,human; gender F; age 5,4,2010-11-17,nasopharyngeal swab,,,GMKC1 passage(s),,2010.0,11.0,17.0,2010-2011
Influenza A virus (A/Ontario/C728447/2010(H3N2)),viral cRNA,A/Ontario/C728447/2010,H3N2,taxon:1147483,JQ658927.1,Canada,Homo sapiens; gender M; age 4Y,4,2010-11-17,oropharengeal swab,,RMK 1st passage,,,2010.0,11.0,17.0,2010-2011
Influenza A virus (A/Ontario/C706265/2010(H3N2)),viral cRNA,A/Ontario/C706265/2010,H3N2,taxon:1147480,JQ658910.1,Canada,Homo sapiens; gender M; age 71Y,4,2010-11-12,NPS,,RMK 1st passage,,,2010.0,11.0,12.0,2010-2011
Influenza A virus (A/Ontario/C698767/2010(H3N2)),viral cRNA,A/Ontario/C698767/2010,H3N2,taxon:1147478,JQ658908.1,Canada,Homo sapiens; gender M; age 76Y,4,2010-11-11,NPS,,RMK 1st passage,,,2010.0,11.0,11.0,2010-2011
Influenza A virus (A/Ontario/C706264/2010(H3N2)),viral cRNA,A/Ontario/C706264/2010,H3N2,taxon:1147479,JQ658909.1,Canada,Homo sapiens; gender M; age 76Y,4,2010-11-11,NPS,,RMK 1st passage,,,2010.0,11.0,11.0,2010-2011
Influenza A virus (A/Ontario/C610464/2010(H3N2)),viral cRNA,A/Ontario/C610464/2010,H3N2,taxon:1147473,JQ658907.1,Canada,Homo sapiens; gender M; age 95Y,4,2010-10-13,NPS,,RMK 1st passage,,,2010.0,10.0,13.0,2010-2011
Influenza A virus (A/Ontario/130741/2010(H1N1)),viral cRNA,A/Ontario/130741/2010,H1N1,taxon:979622,CY081061.2,Canada: Ontario,human; gender M; age 50,4,2010-10-13,nasopharyngeal swab,,,GMKC1 passage(s),,2010.0,10.0,13.0,2010-2011
Influenza A virus (A/Ontario/P21548/2010(H3N2)),viral cRNA,A/Ontario/P21548/2010,H3N2,taxon:1147494,JQ658906.1,Canada,Homo sapiens; gender M; age 83Y,4,2010-10-09,NPS,,RMK 1st passage,,,2010.0,10.0,9.0,2010-2011
Influenza A virus (A/Ontario/P21546/2010(H3N2)),viral cRNA,A/Ontario/P21546/2010,H3N2,taxon:1147493,JQ658905.1,Canada,Homo sapiens; gender M; age 86Y,4,2010-10-09,NPS,,RMK 1st passage,,,2010.0,10.0,9.0,2010-2011
Influenza A virus (A/Ontario/C627683/2010(H3N2)),viral cRNA,A/Ontario/C627683/2010,H3N2,taxon:1147474,JQ658904.1,Canada,Homo sapiens; gender M; age 78Y,4,2010-10-08,NPS,,RMK 1st passage,,,2010.0,10.0,8.0,2010-2011
Influenza A virus (A/Ontario/C582093/2010(H3N2)),viral cRNA,A/Ontario/C582093/2010,H3N2,taxon:1147469,JQ658903.1,Canada,Homo sapiens; gender M; age 62Y,4,2010-10-04,NPS,,RMK 1st passage,,,2010.0,10.0,4.0,2010-2011
Influenza A virus (A/Ontario/C582144/2010(H3N2)),viral cRNA,A/Ontario/C582144/2010,H3N2,taxon:1147471,JQ658902.1,Canada,Homo sapiens; gender M; age 5Y,4,2010-10-03,NPS,,RMK 1st passage,,,2010.0,10.0,3.0,2010-2011
Influenza A virus (A/Ontario/C582096/2010(H3N2)),viral cRNA,A/Ontario/C582096/2010,H3N2,taxon:1147470,JQ658900.1,Canada,Homo sapiens; gender F; age 54Y,4,2010-10-02,NPS,,RMK 1st passage,,,2010.0,10.0,2.0,2010-2011
Influenza A virus (A/Ontario/C575590/2010(H3N2)),viral cRNA,A/Ontario/C575590/2010,H3N2,taxon:1147467,JQ658899.1,Canada,Homo sapiens; gender M; age 95Y,4,2010-10-01,NPS,,RMK 1st passage,,,2010.0,10.0,1.0,2010-2011
Influenza A virus (A/Ontario/C575589/2010(H3N2)),viral cRNA,A/Ontario/C575589/2010,H3N2,taxon:1147466,JQ658898.1,Canada,Homo sapiens; gender M; age 83Y,4,2010-10-01,NPS,,RMK 1st passage,,,2010.0,10.0,1.0,2010-2011
Influenza A virus (A/Ontario/C575591/2010(H3N2)),viral cRNA,A/Ontario/C575591/2010,H3N2,taxon:1147468,JQ658897.1,Canada,Homo sapiens; gender M; age 79Y,4,2010-09-30,NPS,,RMK 1st passage,,,2010.0,9.0,30.0,2010-2011
Influenza A virus (A/Ontario/C575475/2010(H3N2)),viral cRNA,A/Ontario/C575475/2010,H3N2,taxon:1147464,JQ658895.1,Canada,Homo sapiens; gender F; age 85Y,4,2010-09-29,NPS,,RMK 1st passage,,,2010.0,9.0,29.0,2010-2011
Influenza A virus (A/Ontario/C575478/2010(H3N2)),viral cRNA,A/Ontario/C575478/2010,H3N2,taxon:1147465,JQ658896.1,Canada,Homo sapiens; gender M; age 73Y,4,2010-09-29,NPS,,RMK 1st passage,,,2010.0,9.0,29.0,2010-2011
Influenza A virus (A/Ontario/N91737/2010(H3N2)),viral cRNA,A/Ontario/N91737/2010,H3N2,taxon:1147491,JQ658893.1,Canada,Homo sapiens; gender F; age 91Y,4,2010-09-22,NPS,,RMK 1st passage,,,2010.0,9.0,22.0,2010-2011
Influenza A virus (A/Ontario/N91738/2010(H3N2)),viral cRNA,A/Ontario/N91738/2010,H3N2,taxon:1147492,JQ658894.1,Canada,Homo sapiens; gender F; age 81Y,4,2010-09-22,NPS,,RMK 1st passage,,,2010.0,9.0,22.0,2010-2011
Influenza A virus (A/Ontario/C543493/2010(H3N2)),viral cRNA,A/Ontario/C543493/2010,H3N2,taxon:1147463,JQ658901.1,Canada,Homo sapiens; gender F; age 1Y,4,2010-09-20,NPS,,RMK 1st passage,,,2010.0,9.0,20.0,2010-2011
Influenza A virus (A/Ontario/C537546/2010(H3N2)),viral cRNA,A/Ontario/C537546/2010,H3N2,taxon:1147462,JQ658892.1,Canada,Homo sapiens; gender F; age 83Y,4,2010-09-17,aspirate,,RMK 1st passage,,,2010.0,9.0,17.0,2010-2011
Influenza A virus (A/Ontario/C526567/2010(H3N2)),viral cRNA,A/Ontario/C526567/2010,H3N2,taxon:1147461,JQ658891.1,Canada,Homo sapiens; gender M; age 4Y,4,2010-09-15,NPS,,RMK 1st passage,,,2010.0,9.0,15.0,2010-2011
Influenza A virus (A/Ontario/C1995/2010(H3N2)),viral cRNA,A/Ontario/C1995/2010,H3N2,taxon:1147457,JQ658890.1,Canada,Homo sapiens; gender M; age 26Y,4,2010-09-14,NPS,,RMK 1st passage,,,2010.0,9.0,14.0,2010-2011
Influenza A virus (A/Ontario/C432471/2010(H3N2)),viral cRNA,A/Ontario/C432471/2010,H3N2,taxon:1147460,JQ658889.1,Canada,Homo sapiens; gender M; age 8Y,4,2010-08-10,NPS,,RMK 1st passage,,,2010.0,8.0,10.0,2009-2010
Influenza A virus (A/Ontario/U10611/2010(H3N2)),viral cRNA,A/Ontario/U10611/2010,H3N2,taxon:1147496,JQ658888.1,Canada,Homo sapiens; gender F; age 76Y,4,2010-08-09,NPS,,RMK 1st passage,,,2010.0,8.0,9.0,2009-2010
Influenza A virus (A/Ontario/778873/2010(H1N1)),viral cRNA,A/Ontario/778873/2010,H1N1,taxon:979623,CY081093.2,Canada: Ontario,human; gender M; age 15,4,2010-01-01,nasopharyngeal swab,,,GMKC1 passage(s),,2010.0,1.0,1.0,2009-2010
Influenza A virus (A/Toronto/H42220/2009(H3N2)),viral cRNA,A/Toronto/H42220/2009,H3N2,taxon:709968,CY054550.1,Canada: Ontario,human; gender M; age 72,4,2009-12-30,nasopharyngeal swab,,,MDCK1 passage(s),,2009.0,12.0,30.0,2009-2010
Influenza A virus (A/Canada-ON/RV2017-10/2009(H1N1)),viral cRNA,A/Canada-ON/RV2017-10/2009,H1N1,taxon:885214,HQ239460.2,Canada: Ontario,Homo sapiens,4,2009-12-02,NASW,NML RV2017/10,lineage: swl; P1 passage(s),,,2009.0,12.0,2.0,2009-2010
Influenza A virus (A/Ontario/328474/2009(H1N1)),viral cRNA,A/Ontario/328474/2009,H1N1,taxon:754380,CY060726.2,Canada: Ontario,human; gender M; age 14,4,2009-11-17,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,17.0,2009-2010
Influenza A virus (A/Canada-ON/RV2016-10/2009(H1N1)),viral cRNA,A/Canada-ON/RV2016-10/2009,H1N1,taxon:885213,HQ239459.2,Canada: Ontario,Homo sapiens,4,2009-11-16,ASP,NML RV2016/10,lineage: swl; P1 passage(s),,,2009.0,11.0,16.0,2009-2010
Influenza A virus (A/Canada-ON/RV2015-10/2009(H1N1)),viral cRNA,A/Canada-ON/RV2015-10/2009,H1N1,taxon:885212,HQ239458.2,Canada: Ontario,Homo sapiens,4,2009-11-09,NASW,NML RV2015/10,lineage: swl; P1 passage(s),,,2009.0,11.0,9.0,2009-2010
Influenza A virus (A/Ontario/320266/2009(H1N1)),viral cRNA,A/Ontario/320266/2009,H1N1,taxon:754379,CY060718.2,Canada: Ontario,human; gender M; age 55,4,2009-11-08,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,8.0,2009-2010
Influenza A virus (A/Ontario/315107/2009(H1N1)),viral cRNA,A/Ontario/315107/2009,H1N1,taxon:754374,CY060678.2,Canada: Ontario,human; gender F; age 24,4,2009-11-04,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,4.0,2009-2010
Influenza A virus (A/Ontario/315637/2009(H1N1)),viral cRNA,A/Ontario/315637/2009,H1N1,taxon:754378,CY060710.2,Canada: Ontario,human; gender F; age 25,4,2009-11-04,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,4.0,2009-2010
Influenza A virus (A/Ontario/315015/2009(H1N1)),viral cRNA,A/Ontario/315015/2009,H1N1,taxon:754372,CY060662.2,Canada: Ontario,human; gender M; age 6,4,2009-11-04,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,4.0,2009-2010
Influenza A virus (A/Ontario/314137/2009(H1N1)),viral cRNA,A/Ontario/314137/2009,H1N1,taxon:754369,CY060638.2,Canada: Ontario,human; gender M; age 9,4,2009-11-03,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,3.0,2009-2010
Influenza A virus (A/Ontario/315181/2009(H1N1)),viral cRNA,A/Ontario/315181/2009,H1N1,taxon:754375,CY060686.2,Canada: Ontario,human; gender M; age 5,4,2009-11-03,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,3.0,2009-2010
Influenza A virus (A/Ontario/315003/2009(H1N1)),viral cRNA,A/Ontario/315003/2009,H1N1,taxon:754371,CY060654.2,Canada: Ontario,human; gender F; age 39,4,2009-11-03,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,3.0,2009-2010
Influenza A virus (A/Ontario/315613/2009(H1N1)),viral cRNA,A/Ontario/315613/2009,H1N1,taxon:754377,CY060702.2,Canada: Ontario,human; gender F; age 33,4,2009-11-03,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,3.0,2009-2010
Influenza A virus (A/Ontario/315187/2009(H1N1)),viral cRNA,A/Ontario/315187/2009,H1N1,taxon:754376,CY060694.2,Canada: Ontario,human; gender F; age 14,4,2009-11-03,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,3.0,2009-2010
Influenza A virus (A/Ontario/314095/2009(H1N1)),viral cRNA,A/Ontario/314095/2009,H1N1,taxon:754368,CY060630.2,Canada: Ontario,human; gender F; age 24,4,2009-11-02,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,2.0,2009-2010
Influenza A virus (A/Ontario/315047/2009(H1N1)),viral cRNA,A/Ontario/315047/2009,H1N1,taxon:754373,CY060670.2,Canada: Ontario,human; gender M; age 7,4,2009-11-02,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,2.0,2009-2010
Influenza A virus (A/Ontario/314603/2009(H1N1)),viral cRNA,A/Ontario/314603/2009,H1N1,taxon:754370,CY060646.2,Canada: Ontario,human; gender M; age 17,4,2009-11-02,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,11.0,2.0,2009-2010
Influenza A virus (A/Ontario/313762/2009(H1N1)),viral cRNA,A/Ontario/313762/2009,H1N1,taxon:754367,CY060622.2,Canada: Ontario,human; gender F; age 14,4,2009-10-30,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,10.0,30.0,2009-2010
Influenza A virus (A/Ontario/309862/2009(H1N1)),viral cRNA,A/Ontario/309862/2009,H1N1,taxon:754366,CY060614.2,Canada: Ontario,human; gender M; age 25,4,2009-10-29,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,10.0,29.0,2009-2010
Influenza A virus (A/Ontario/308054/2009(H1N1)),viral cRNA,A/Ontario/308054/2009,H1N1,taxon:754365,CY060606.2,Canada: Ontario,human; gender F; age 44,4,2009-10-28,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,10.0,28.0,2009-2010
Influenza A virus (A/Ontario/305598/2009(H1N1)),viral cRNA,A/Ontario/305598/2009,H1N1,taxon:754364,CY060598.2,Canada: Ontario,human; gender F; age 1,4,2009-10-27,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,10.0,27.0,2009-2010
Influenza A virus (A/Ontario/305139/2009(H1N1)),viral cRNA,A/Ontario/305139/2009,H1N1,taxon:754363,CY060590.2,Canada: Ontario,human; gender F; age 39,4,2009-10-27,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,10.0,27.0,2009-2010
Influenza A virus (A/Ontario/304434/2009(H1N1)),viral cRNA,A/Ontario/304434/2009,H1N1,taxon:754362,CY060582.2,Canada: Ontario,human; gender F; age 25,4,2009-10-24,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,10.0,24.0,2009-2010
Influenza A virus (A/Ontario/29801/2009(H1N1)),viral cRNA,A/Ontario/29801/2009,H1N1,taxon:754361,CY060574.2,Canada: Ontario,human; gender M; age 17,4,2009-10-19,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,10.0,19.0,2009-2010
Influenza A virus (A/Ontario/296008/2009(H1N1)),viral cRNA,A/Ontario/296008/2009,H1N1,taxon:754360,CY060566.2,Canada: Ontario,human; gender F; age 31,4,2009-10-18,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,10.0,18.0,2009-2010
Influenza A virus (A/Canada-ON/RV2967/2009(H1N1)),viral cRNA,A/Canada-ON/RV2967/2009,H1N1,taxon:885237,HQ239614.1,Canada: Ontario,Homo sapiens; gender F; age 27Y,4,2009-10-16,TCF,NML RV2967/09,lineage: swl; P1 passage(s),,,2009.0,10.0,16.0,2009-2010
Influenza A virus (A/Canada-ON/RV2984/2009(H1N1)),viral cRNA,A/Canada-ON/RV2984/2009,H1N1,taxon:885239,HQ239616.1,Canada: Ontario,Homo sapiens; gender M; age 21Y,4,2009-10-16,TCF,NML RV2984/09,lineage: swl; P1 passage(s),,,2009.0,10.0,16.0,2009-2010
Influenza A virus (A/Canada-ON/RV2966/2009(H1N1)),viral cRNA,A/Canada-ON/RV2966/2009,H1N1,taxon:885236,HQ239613.1,Canada: Ontario,Homo sapiens; gender M; age 21Y,4,2009-10-15,TCF,NML RV2966/09,lineage: swl; P1 passage(s),,,2009.0,10.0,15.0,2009-2010
Influenza A virus (A/Canada-ON/RV2891/2009(H1N1)),viral cRNA,A/Canada-ON/RV2891/2009,H1N1,taxon:885219,HQ239570.1,Canada: Ontario,Homo sapiens; gender M; age 32Y,4,2009-10-15,TCF,NML RV2891/09,lineage: swl; P1 passage(s),,,2009.0,10.0,15.0,2009-2010
Influenza A virus (A/Canada-ON/RV2887/2009(H1N1)),viral cRNA,A/Canada-ON/RV2887/2009,H1N1,taxon:885215,HQ239566.1,Canada: Ontario,Homo sapiens; gender M; age 26Y,4,2009-10-15,TCF,NML RV2887/09,lineage: swl; P1 passage(s),,,2009.0,10.0,15.0,2009-2010
Influenza A virus (A/Canada-ON/RV2985/2009(H1N1)),viral cRNA,A/Canada-ON/RV2985/2009,H1N1,taxon:885240,HQ239617.1,Canada: Ontario,Homo sapiens; gender F; age 32Y,4,2009-10-14,TCF,NML RV2985/09,lineage: swl; P1 passage(s),,,2009.0,10.0,14.0,2009-2010
Influenza A virus (A/Canada-ON/RV2965/2009(H1N1)),viral cRNA,A/Canada-ON/RV2965/2009,H1N1,taxon:885235,HQ239612.1,Canada: Ontario,Homo sapiens; gender F; age 26Y,4,2009-10-14,TCF,NML RV2965/09,lineage: swl; P1 passage(s),,,2009.0,10.0,14.0,2009-2010
Influenza A virus (A/Canada-ON/RV2964/2009(H1N1)),viral cRNA,A/Canada-ON/RV2964/2009,H1N1,taxon:885234,HQ239611.1,Canada: Ontario,Homo sapiens; gender F; age 20Y,4,2009-10-14,TCF,NML RV2964/09,lineage: swl; P1 passage(s),,,2009.0,10.0,14.0,2009-2010
